,product_name,product_price,sales,scraping_date,revenue,month,year,brand,Price Range,Global Price Range
0,Cetaphil Baby Gentle Wash & Shampoo 400ml Hypoallergenic,145900,34450,6/24/2025 9:36,5026255000,June,2025,Cetaphil,"141,750 - 157,500","135,791 - 181,054"
1,Cetaphil Baby Gentle Wash & Shampoo 230ml Hypoallergenic,92900,11188,6/24/2025 9:36,1039365200,June,2025,Cetaphil,"78,750 - 94,500","90,527 - 135,791"
2,Cetaphil Baby Lotion 400ml Sunflower Shea Hypoallergenic,174900,21070,6/24/2025 9:36,3685143000,June,2025,Cetaphil,"173,250 - 189,000","135,791 - 181,054"
3,Cetaphil Baby Moist Bath & Wash Almond Oil 230ml,108900,7900,6/24/2025 9:36,860310000,June,2025,Cetaphil,"94,500 - 110,250","90,527 - 135,791"
4,Cetaphil Baby Moist Bath & Wash 400ml Almond Oil,166900,6200,6/24/2025 9:36,1034780000,June,2025,Cetaphil,"157,500 - 173,250","135,791 - 181,054"
0,Cetaphil Baby Cream Calendula Glycerin Shea Butter,78900,26831,6/24/2025 9:36,2116965900,June,2025,Cetaphil,"78,750 - 94,500","45,264 - 90,527"
1,Cetaphil Baby Wash & Shampoo 400ml Untuk Kulit Sensitif,163900,38769,6/24/2025 9:36,6354239100,June,2025,Cetaphil,"157,500 - 173,250","135,791 - 181,054"
2,Cetaphil Baby Wash & Shampoo Calendula 230ml,116900,9300,6/24/2025 9:36,1087170000,June,2025,Cetaphil,"110,250 - 126,000","90,527 - 135,791"
3,Cetaphil Baby Lotion Calendula 400ml Hypoallergenic,204900,16530,6/24/2025 9:36,3386997000,June,2025,Cetaphil,"204,750 - 220,500","181,054 - 226,318"
0,Paket Bundling (2pcs) Beeme Nourishing Balm | SKINCARE IBU DAN ANAK,124000,39845,6/24/2025 9:37,4940780000,June,2025,Beeme,"107,727 - 125,682","90,527 - 135,791"
1,Beeme Nourishing Balm & Honey Sunscreen Mom Baby,154000,13768,6/24/2025 9:37,2120272000,June,2025,Beeme,"143,636 - 161,591","135,791 - 181,054"
2,Paket Beeme Multipurpose Balm 15g + Beeme Nourishing Balm 15g,179000,963,6/24/2025 9:37,172377000,June,2025,Beeme,"161,591 - 179,545","135,791 - 181,054"
3,Paket Bundling (2Pcs) Beeme Multipurpose Balm x Dwihanda,193000,920,6/24/2025 9:37,177560000,June,2025,Beeme,"179,545 - 197,500","181,054 - 226,318"
4,Paket Beeme Honey Sunscreen Lotion SPF 50+++ 25g + Multipurpose Balm X Dwihanda 15g,223000,202,6/24/2025 9:37,45046000,June,2025,Beeme,"215,455 - 233,409","181,054 - 226,318"
5,Paket Bundling (2Pcs) Beeme Honey Sunscreen Lotion SPF 50+++ with Niacinamide 25g,253000,1600,6/24/2025 9:37,404800000,June,2025,Beeme,"251,364 - 269,318","226,318 - 271,582"
6,Beeme Nourishing Balm 15g + Beeme SootheKids Balm 15g,145000,120,6/24/2025 9:37,17400000,June,2025,Beeme,"143,636 - 161,591","135,791 - 181,054"
7,Beeme Relaxing Package [Pouch | SootheBaby or SootheKids 15g | Nourishing Balm 15g],138000,57,6/24/2025 9:37,7866000,June,2025,Beeme,"125,682 - 143,636","135,791 - 181,054"
8,Beeme Multipurpose Balm 15g + Beeme SootheKids Balm 15g,158000,39,6/24/2025 9:37,6162000,June,2025,Beeme,"143,636 - 161,591","135,791 - 181,054"
9,Beeme SootheKids Balm 15g + Beeme Honey Sunscreen Lotion SPF 50 +++,189000,78,6/24/2025 9:37,14742000,June,2025,Beeme,"179,545 - 197,500","181,054 - 226,318"
10,Beeme SootheBaby & SooTheKids Balm 15g | Calming Rub,64000,326,6/24/2025 9:37,20864000,June,2025,Beeme,"53,864 - 71,818","45,264 - 90,527"
11,Beeme Daily Nourishing Hair Lotion 100 mL,55500,2555,6/24/2025 9:37,141802500,June,2025,Beeme,"53,864 - 71,818","45,264 - 90,527"
0,Johnsons Baby Oil - 125ml,28100,20775,6/24/2025 9:35,583777500,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
1,Johnsons Powder Mist Baby Cologne - Minyak Wangi Bayi 100ml,23800,7600,6/24/2025 9:35,180880000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
2,Johnsons Bedtime Hair & Body Baby Bath - Sabun Bayi 2in1 500ml,54800,1400,6/24/2025 9:35,76720000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
3,Johnsons Bedtime Baby Lotion - Losion Bayi 100ml,21200,37981,6/24/2025 9:35,805197200,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
4,Johnsons Active Kids Soft & Smooth Shampoo - Shampo Anak-anak 200ml,26500,24825,6/24/2025 9:35,657862500,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
5,Johnsons Milk + Rice Baby Cream - Krim Bayi 50g,25100,4300,6/24/2025 9:35,107930000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
6,Johnsons Bedtime Hair & Body Baby Bath - Sabun Bayi 2in1 200ml,23300,10548,6/24/2025 9:35,245768400,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
7,Johnsons Brisa Baby Cologne - Minyak Wangi Bayi 100ml,23800,10055,6/24/2025 9:35,239309000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
8,Johnsons Active Kids Clean & Fresh Shampoo - Shampo Anak-anak 200ml,26500,13346,6/24/2025 9:35,353669000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
9,Johnsons Active Fresh Baby Bath - Sabun Anak-anak 200ml,24100,8100,6/24/2025 9:35,195210000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
10,Johnsons Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 500ml,51200,28528,6/24/2025 9:35,1460633600,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
11,Johnsons Heaven Baby Cologne - Minyak Wangi Bayi 100ml,23800,32344,6/24/2025 9:35,769787200,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
12,Johnsons Milk + Rice Baby Lotion - Losion Bayi 200ml,38000,44268,6/24/2025 9:35,1682184000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
13,Johnsons Morning Dew Baby Cologne - Minyak Wangi Bayi 100ml,23800,33789,6/24/2025 9:35,804178200,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
14,Johnsons Baby Oil - 200ml,39700,17235,6/24/2025 9:35,684229500,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
15,Johnsons CottonTouch Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 375ml,36400,10700,6/24/2025 9:35,389480000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
16,Johnsons Active Kids Shiny Drops Shampoo - Shampo Anak-anak 200ml - Isi 2,49600,34871,6/24/2025 9:35,1729601600,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
17,Johnsons Baby Cream - Krim Bayi 100gr - Isi 2,69800,19311,6/24/2025 9:35,1347907800,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
18,Johnsons Summer Swing Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,82942,6/24/2025 9:35,3964627600,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
19,Johnsons Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 200ml,20200,12048,6/24/2025 9:35,243369600,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
20,Johnsons Aloe Vera Oil - 125ml,32500,458,6/24/2025 9:35,14885000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
21,Johnsons Active Kids Shiny Drops Shampoo - Shampo Anak-anak 200ml,26500,52353,6/24/2025 9:35,1387354500,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
22,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 200ml,20300,36191,6/24/2025 9:35,734677300,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
23,Johnsons Baby Oil - 50ml,13100,65787,6/24/2025 9:35,861809700,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
24,Johnsons Bedtime Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml,34300,24531,6/24/2025 9:35,841413300,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
25,Johnsons Active Kids Shiny Drops Shampoo & Conditioner - Shampo & Kondisioner Anak-anak 200ml,57500,24187,6/24/2025 9:35,1390752500,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
26,Johnsons Baby Cream - Krim Bayi 100gr,34900,47850,6/24/2025 9:35,1669965000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
27,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 200ml,23300,24516,6/24/2025 9:35,571222800,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
28,Johnsons Summer Swing Baby Cologne - Minyak Wangi Bayi 100ml,23800,114647,6/24/2025 9:35,2728598600,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
29,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml,34300,58198,6/24/2025 9:35,1996191400,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
30,Johnsons Happy Berries Baby Cologne - Minyak Wangi Bayi 100ml,23800,55400,6/24/2025 9:35,1318520000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
31,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 100ml,13900,23203,6/24/2025 9:35,322521700,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
32,Johnsons Milk + Rice Baby Soap - Sabun Bayi 75gr - Isi 4,27900,16826,6/24/2025 9:35,469445400,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
33,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml - Isi 3,93600,69278,6/24/2025 9:35,6484420800,June,2025,Johnsons,"92,920 - 139,380","90,527 - 135,791"
34,Johnsons Milk + Rice Baby Lotion - Losion Bayi 100ml,21200,33081,6/24/2025 9:35,701317200,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
35,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 500ml,55300,52919,6/24/2025 9:35,2926420700,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
36,Johnsons Baby Lotion - Losion Bayi 200ml,32000,45429,6/24/2025 9:35,1453728000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
37,Johnsons Slide Baby Cologne - Minyak Wangi Bayi 100ml,23800,55400,6/24/2025 9:35,1318520000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
38,Johnsons Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml,33900,25767,6/24/2025 9:35,873501300,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
39,Johnsons Milk + Rice Baby Bar Soap - Sabun Bayi 75gr,710000,35955,6/24/2025 9:35,25528050000,June,2025,Johnsons,"696,900 - 743,360","678,954 - 724,217"
40,Johnsons Baby Bath - Sabun Mandi Bayi Refill 200ml,19500,9900,6/24/2025 9:35,193050000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
41,Johnsons Gold Baby Shampoo - Shampo Bayi 200ml,23400,25101,6/24/2025 9:35,587363400,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
42,Johnsons Bedtime Baby Lotion - Losion Bayi 200ml,38000,29890,6/24/2025 9:35,1135820000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
43,Johnsons CottonTouch Baby Lotion - Losion Bayi 200ml,39800,57847,6/24/2025 9:35,2302310600,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
44,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 1 LITER,89000,8500,6/24/2025 9:35,756500000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
45,Johnsons Baby Lotion - Losion Bayi 100ml,17800,51445,6/24/2025 9:35,915721000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
46,Johnsons Blossoms Baby Bar Soap - Sabun Bayi 75gr,710000,1000,6/24/2025 9:35,710000000,June,2025,Johnsons,"696,900 - 743,360","678,954 - 724,217"
47,Johnsons Blossoms Baby Soap - Sabun Bayi 75gr - 2 Pcs,14100,1000,6/24/2025 9:35,14100000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
48,Johnsons Happy Berries Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,1000,6/24/2025 9:35,47800000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
49,Johnsons Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml - Isi 3,92500,900,6/24/2025 9:35,83250000,June,2025,Johnsons,"46,460 - 92,920","90,527 - 135,791"
50,Johnsons Essentials Gift Set - Paket Hadiah Bayi,78500,1000,6/24/2025 9:35,78500000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
51,Johnsons Bedtime Baby Lotion - Losion Bayi 500ml,85200,1500,6/24/2025 9:35,127800000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
52,Johnsons Baby Soap - Sabun Bayi 75gr,710000,39186,6/24/2025 9:35,27822060000,June,2025,Johnsons,"696,900 - 743,360","678,954 - 724,217"
53,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 200ml - Isi 2,46600,4800,6/24/2025 9:35,223680000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
54,Johnsons Bedtime Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 400ml - Isi 3,93600,10699,6/24/2025 9:35,1001426400,June,2025,Johnsons,"92,920 - 139,380","90,527 - 135,791"
55,Johnsons CottonTouch Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 200ml,25200,20194,6/24/2025 9:35,508888800,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
56,Johnsons Baby Soap - Sabun Bayi 75gr - Isi 4,27900,8500,6/24/2025 9:35,237150000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
57,Johnsons Active Kids Shiny Drops Conditioner- Kondisioner Anak-anak 200ml,31000,22105,6/24/2025 9:35,685255000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
58,Johnsons Milk + Rice Baby Cream - Krim Bayi 50g - Isi 2,50100,917,6/24/2025 9:35,45941700,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
59,Johnsons Bed Time Baby Oil - Minyak Pijat Bayi Aroma Lily & Jasmine 125ml,32500,592,6/24/2025 9:35,19240000,June,2025,Johnsons,"0 - 46,460","0 - 45,264"
60,Johnsons Cotton Touch Lotion 500ml,89400,10160,6/24/2025 9:35,908304000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
61,Johnsons Milk + Rice Baby Lotion - Losion Bayi 500ml,85200,14087,6/24/2025 9:35,1200212400,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
62,Johnsons Milk+Rice Hair & Body Baby Bath + Refill - Sabun Bayi 2in1 500ml + Refill 400ml,89600,1500,6/24/2025 9:35,134400000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
63,Johnsons Baby Lotion - Losion Bayi 200ml - Isi 2,59800,7400,6/24/2025 9:35,442520000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
64,Johnsons Milk + Rice Hair & Body Baby Bath - Sabun Bayi 2in1 500ml - Isi 3,153400,17589,6/24/2025 9:35,2698152600,June,2025,Johnsons,"139,380 - 185,840","135,791 - 181,054"
65,Johnsons Brisa Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,10201,6/24/2025 9:35,487607800,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
66,Johnsons CottonTouch Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 500ml,58200,54203,6/24/2025 9:35,3154614600,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
67,Johnsons CottonTouch Baby Lotion - Losion Bayi 200ml - 2 pcs,74400,8500,6/24/2025 9:35,632400000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
68,Johnsons Active Fresh Baby Bath - Sabun Anak-anak 200ml - Isi 2,48100,5800,6/24/2025 9:35,278980000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
69,Johnsons Slide Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,5100,6/24/2025 9:35,243780000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
70,Johnsons Active Kids Clean & Fresh Shampoo - Shampo Anak-anak 200ml - Isi 2,51900,9900,6/24/2025 9:35,513810000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
71,Johnsons Milk + Rice Baby Lotion - Losion Bayi 200ml - Isi 2,66100,12018,6/24/2025 9:35,794389800,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
72,Johnsons Heaven Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,4000,6/24/2025 9:35,191200000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
73,Johnsons Bedtime Hair & Body Baby Bath - Sabun Bayi 2in1 500ml - Isi 2,100300,437,6/24/2025 9:35,43831100,June,2025,Johnsons,"92,920 - 139,380","90,527 - 135,791"
74,Johnsons Morning Dew Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,6000,6/24/2025 9:35,286800000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
75,Johnsons Powder Mist Baby Cologne - Minyak Wangi Bayi 100ml - Isi 2,47800,2000,6/24/2025 9:35,95600000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
76,Johnsons Baby Oil - 200ml - Isi 2,77500,3500,6/24/2025 9:35,271250000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
77,Johnsons Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 500ml - Isi 3,142000,5900,6/24/2025 9:35,837800000,June,2025,Johnsons,"139,380 - 185,840","135,791 - 181,054"
79,Johnsons Milk + Rice Baby Lotion - Losion Bayi 500ml - Isi 2,150700,9300,6/24/2025 9:35,1401510000,June,2025,Johnsons,"139,380 - 185,840","135,791 - 181,054"
80,Johnsons Active Kids Shiny Drops Conditioner- Kondisioner Anak-anak 200ml - Isi 2,60700,12457,6/24/2025 9:35,756139900,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
81,Johnsons Bedtime Baby Lotion - Losion Bayi 200ml - Isi 2,71100,6200,6/24/2025 9:35,440820000,June,2025,Johnsons,"46,460 - 92,920","45,264 - 90,527"
82,Johnsons Bedtime Baby Lotion - Losion Bayi 500ml - isi 2,151800,946,6/24/2025 9:35,143602800,June,2025,Johnsons,"139,380 - 185,840","135,791 - 181,054"
83,Johnsons Premium Baby Gift Set,138000,1000,6/24/2025 9:35,138000000,June,2025,Johnsons,"92,920 - 139,380","135,791 - 181,054"
84,Johnsons Cottontouch Bundle Bath + Lotion 500ml,138200,2000,6/24/2025 9:35,276400000,June,2025,Johnsons,"92,920 - 139,380","135,791 - 181,054"
85,Johnsons Cottontouch Top-to-Toe Hair & Body Baby Bath - Sabun Bayi 2in1 Refill 375ml - 3 Pcs,103000,19884,6/24/2025 9:35,2048052000,June,2025,Johnsons,"92,920 - 139,380","90,527 - 135,791"
86,Johnsons Baby Gift Box - Isi 2,228800,3500,6/24/2025 9:35,800800000,June,2025,Johnsons,"185,840 - 232,300","226,318 - 271,582"
87,Johnsons Cotton Touch Lotion 500ml - Isi 2,167700,12855,6/24/2025 9:35,2155783500,June,2025,Johnsons,"139,380 - 185,840","135,791 - 181,054"
0,Mustela Bebe Gentle Cleansing Gel 750 ml - Sabun Mandi Bayi,478000,5800,6/24/2025 9:33,2772400000,June,2025,Mustela,"471,462 - 523,846","452,636 - 497,900"
1,Mustela Hair Styler and Skin Freshener 200 ml - Spray Rambut dan Kulit Bayi,187000,3400,6/24/2025 9:33,635800000,June,2025,Mustela,"157,154 - 209,538","181,054 - 226,318"
2,Mustela Stretch Marks Serum 45 ml,365000,4400,6/24/2025 9:33,1606000000,June,2025,Mustela,"314,308 - 366,692","362,109 - 407,372"
3,Mustela Gentle Cleansing Gel 750 ml Free Gift,478000,1600,6/24/2025 9:33,764800000,June,2025,Mustela,"471,462 - 523,846","452,636 - 497,900"
4,Mustela Stelatopia  Foam Shampoo 150 ml - Shampoo Bayi,379000,967,6/24/2025 9:33,366493000,June,2025,Mustela,"366,692 - 419,077","362,109 - 407,372"
5,Mustela High Protection Sun Stick 9 GR,324000,391,6/24/2025 9:33,126684000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
6,Mustela Stelatopia Cleansing Oil 500 ml - Sabun Mandi Bayi Kulit Atopik,571000,2400,6/24/2025 9:33,1370400000,June,2025,Mustela,"523,846 - 576,231","543,163 - 588,427"
7,Mustela Nursing Comfort Balm 30 ml - Nipple Cream,337000,526,6/24/2025 9:33,177262000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
8,Mustela Stretch Marks Oil 105 ml,369000,586,6/24/2025 9:33,216234000,June,2025,Mustela,"366,692 - 419,077","362,109 - 407,372"
9,Mustela Stelatopia+ Emollient Cream 300 mL - Lotion Bayi Atopic,695000,813,6/24/2025 9:33,565035000,June,2025,Mustela,"681,000 - 733,385","678,954 - 724,217"
10,Mustela Must Have Items,418000,104,6/24/2025 9:33,43472000,June,2025,Mustela,"366,692 - 419,077","407,372 - 452,636"
11,Mustela Repair Kit,506000,50,6/24/2025 9:33,25300000,June,2025,Mustela,"471,462 - 523,846","497,900 - 543,163"
12,Mustela Baby Oil 100 ml - Message Oil Bayi,259000,2400,6/24/2025 9:33,621600000,June,2025,Mustela,"209,538 - 261,923","226,318 - 271,582"
13,Mustela Face Care Bundle FREE GIFT,596000,357,6/24/2025 9:33,212772000,June,2025,Mustela,"576,231 - 628,615","588,427 - 633,690"
14,Mustela Arnica Gel with Organic Calendula 100 ML,425000,227,6/24/2025 9:33,96475000,June,2025,Mustela,"419,077 - 471,462","407,372 - 452,636"
15,Mustela Diaper Change Package,341000,67,6/24/2025 9:33,22847000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
16,Mustela High Protection Sun Spray 200 ML,646000,160,6/24/2025 9:33,103360000,June,2025,Mustela,"628,615 - 681,000","633,690 - 678,954"
17,Mustela Nourishing Stick with Cold Cream 9.2 gr - Pelembap Bibir dan Pipi Bayi,278000,592,6/24/2025 9:33,164576000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
18,Mustela Hydrabebe Facial Cream 40 ml - Krim Wajah Bayi,188000,77579,6/24/2025 9:33,14584852000,June,2025,Mustela,"157,154 - 209,538","181,054 - 226,318"
19,Mustela Hydrabebe Facial Cream 40 ml Free Gift,188000,21972,6/24/2025 9:33,4130736000,June,2025,Mustela,"157,154 - 209,538","181,054 - 226,318"
20,Mustela Moisturizing Cream 40 ml - Krim Wajah Bayi Kulit Sensitif,215000,13034,6/24/2025 9:33,2802310000,June,2025,Mustela,"209,538 - 261,923","181,054 - 226,318"
21,Mustela Cicastela Moisture Cream 40 ml - Krim Bayi Untuk Kemerahan,328000,11709,6/24/2025 9:33,3840552000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
22,Mustela Travel Kit,164000,17416,6/24/2025 9:33,2856224000,June,2025,Mustela,"157,154 - 209,538","135,791 - 181,054"
23,Mustela Stelatopia Emollient Face Cream 40 ml - Krim Wajah Bayi Kulit Atopik,273000,11756,6/24/2025 9:33,3209388000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
24,Mustela Hydrabebe Body Lotion 300 ml - Lotion Bayi,305000,21064,6/24/2025 9:33,6424520000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
25,Mustela Nourishing Lotion with Cold Cream 200 ml - Lotion Bayi Kulit Kering,301000,6100,6/24/2025 9:33,1836100000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
26,Mustela Nourishing Cream with Cold Cream 40 ml - Krim Wajah Bayi Kulit Kering,201000,9400,6/24/2025 9:33,1889400000,June,2025,Mustela,"157,154 - 209,538","181,054 - 226,318"
27,Mustela Soothing Moisturizing Lotion 200 ml - Lotion Bayi Kulit Sensitif,317000,4300,6/24/2025 9:33,1363100000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
28,Mustela Bebe 2 in 1 Cleansing Gel 200 ml - Sabun Mandi Bayi,171000,2800,6/24/2025 9:33,478800000,June,2025,Mustela,"157,154 - 209,538","135,791 - 181,054"
29,Mustela Barrier Cream  50 ml - Krim Ruam Popok,148000,19024,6/24/2025 9:33,2815552000,June,2025,Mustela,"104,769 - 157,154","135,791 - 181,054"
30,Mustela Stelatopia+ Emollient Cream 150 mL - Lotion Bayi Atopic,435000,1400,6/24/2025 9:33,609000000,June,2025,Mustela,"419,077 - 471,462","407,372 - 452,636"
31,Mustela Bebe Gentle Cleansing Gel 500 ml - Sabun Mandi Bayi,333000,9100,6/24/2025 9:33,3030300000,June,2025,Mustela,"314,308 - 366,692","316,845 - 362,109"
32,Mustela High Protection Sun Lotion 40 ml - Sunscreen Bayi dan Keluarga,270000,6000,6/24/2025 9:33,1620000000,June,2025,Mustela,"261,923 - 314,308","226,318 - 271,582"
33,Mustela Bebe Gentle Shampoo 200 ml - Shampoo Bayi,177000,9400,6/24/2025 9:33,1663800000,June,2025,Mustela,"157,154 - 209,538","135,791 - 181,054"
34,Mustela Hydrabebe Body Lotion 500 ml Free Gift,385000,7200,6/24/2025 9:33,2772000000,June,2025,Mustela,"366,692 - 419,077","362,109 - 407,372"
35,Mustela Soothing Cleansing Gel 300 ml - Sabun Mandi Bayi Kulit Sensitif,313000,5000,6/24/2025 9:33,1565000000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
36,Mustela Stretch Marks Cream 150 ml - Krim Untuk Mencegah Stretch Marks,450000,9100,6/24/2025 9:33,4095000000,June,2025,Mustela,"419,077 - 471,462","407,372 - 452,636"
37,Mustela Gentle Soap Nutri Protective 100 gr - Sabun Batang Bayi Kulit Kering,134000,922,6/24/2025 9:33,123548000,June,2025,Mustela,"104,769 - 157,154","90,527 - 135,791"
38,Mustela Musti Eau de Soin Delicate Fragrance 50 ml - Parfum Bayi,289000,4400,6/24/2025 9:33,1271600000,June,2025,Mustela,"261,923 - 314,308","271,582 - 316,845"
39,Mustela Stelatopia Cleansing Gel 200 ml - Sabun Mandi Bayi Kulit Atopik,411000,3800,6/24/2025 9:33,1561800000,June,2025,Mustela,"366,692 - 419,077","407,372 - 452,636"
40,Mustela No Rinse Cleansing Water 300 ml - Micellar Water Bayi,198000,4900,6/24/2025 9:33,970200000,June,2025,Mustela,"157,154 - 209,538","181,054 - 226,318"
41,Mustela Nourishing Cleansing Gel with Cold Cream 300 ml - Sabun Mandi Bayi Kulit Kering,267000,5900,6/24/2025 9:33,1575300000,June,2025,Mustela,"261,923 - 314,308","226,318 - 271,582"
42,Mustela Hydra Bebe Facial Cream Double Bundle - Krim Wajah Bayi,434000,6200,6/24/2025 9:33,2690800000,June,2025,Mustela,"419,077 - 471,462","407,372 - 452,636"
43,Mustela Barrier Cream 100 ml Free Gift,227000,3900,6/24/2025 9:33,885300000,June,2025,Mustela,"209,538 - 261,923","226,318 - 271,582"
44,[EXCLUSIVE] Mustela Newborn Essential Package FREE GIFT,815000,46,6/24/2025 9:33,37490000,June,2025,Mustela,"785,769 - 838,154","814,745 - 860,008"
45,Mustela High Protection Sun Lotion 100 ml - Sunscreen Bayi dan Keluarga,420000,4200,6/24/2025 9:33,1764000000,June,2025,Mustela,"419,077 - 471,462","407,372 - 452,636"
